id,floor,max_floor,size,rent,maintenance_fee,deposit,key_money,layout,year_built,nearest_station,location,url
7133,4,4,20.32,59500,15000,0,0,1K,2009,9,Sakashita| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/476588
12113,5,5,194.6,850000,0,3400000,0,3LDK,1988,6,Higashiazabu| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/430306
19792,2,9,40.54,200000,10000,200000,0,1LDK,2014,4,Sendagaya| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/298679
20764,4,4,18.81,69000,8500,0,0,1R,1990,6,Kitashinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/389585
22521,5,20,44.64,190000,0,570000,0,1LDK,1993,3,Roppongi| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/366036
8646,1,1,44.38,116000,5000,0,116000,1LDK,2018,17,Okura| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/510750
18094,2,2,21.53,69000,4000,69000,0,1R,2004,1,Minaminagasaki| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/263487
12206,1,1,36.74,60000,3000,60000,60000,2K,1991,6,Kurihara| Adachi-ku| Tokyo,http://www.realestate.co.jp/rent/view/295873
17032,6,9,21.43,82000,0,0,82000,1K,2004,7,Higashishinagawa| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/231382
11335,4,12,30.69,139000,7000,139000,139000,1LDK,2018,5,Nishigotanda| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/511102
8781,4,4,24.36,65000,6000,65000,0,1DK,1987,7,Yaguchi| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/467546
10872,1,8,32.02,90000,5000,90000,0,1R,2009,3,Todoroki| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/390169
16087,5,5,31.89,116000,8000,116000,116000,1R,2003,3,Tansumachi| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/214563
7417,2,2,25.52,117000,16000,117000,234000,1K,2018,5,Kitazawa| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/494225
14005,1,3,25.89,80000,3000,80000,80000,1K,2008,7,Kamitakada| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/249100
10803,9,9,110.76,1500000,0,9000000,0,3LDK,2007,4,Akasaka| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/448661
6941,2,2,7.0,34000,20000,0,0,Private,2016,6,Nakarokugo| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/415094
13728,2,2,15.64,69500,5540,0,69500,1K,1987,7,Tomihisacho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/344745
21312,1,3,41.35,85000,5000,85000,0,1LDK,1991,7,Mejiro| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/117655
21620,32,32,163.25,710000,0,2840000,0,2LDK,2001,4,Atago| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/266376
21271,13,13,55.85,232000,10000,464000,0,2DK,2005,9,Ginza| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/292426
8404,1,3,33.0,87000,0,0,0,1LDK,1986,9,Nakamagome| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/473920
8472,3,10,20.66,76000,10000,0,76000,1K,2008,10,Shiohama| Koto-ku| Tokyo,http://www.realestate.co.jp/rent/view/375574
14876,1,7,22.0,62000,5000,62000,62000,1R,1985,10,Himonya| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/224740
19622,5,11,37.63,149000,8000,149000,0,1R,2007,5,Shiba(1-3-chome)| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/156185
11906,4,5,59.13,246000,8000,492000,0,1SLDK,2006,7,Meguro| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/475105
20259,8,11,17.12,65000,5000,65000,65000,1R,1994,5,Otsuka| Bunkyo-ku| Tokyo,http://www.realestate.co.jp/rent/view/380553
15153,1,5,40.25,133000,7000,133000,133000,1LDK,2008,12,Shimoma| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/250618
18426,4,6,19.36,79000,6000,79000,79000,1K,2001,5,Nishishinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/130279
7206,2,2,30.69,73600,7400,73600,0,1DK,2007,5,Nukui| Nerima-ku| Tokyo,http://www.realestate.co.jp/rent/view/403020
9698,4,13,26.88,98000,8000,98000,98000,1K,2006,1,Takanawa| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/495730
13690,1,2,20.37,53000,4540,0,0,1K,1999,12,Sengencho| Higashikurume-shi| Tokyo,http://www.realestate.co.jp/rent/view/389467
14061,10,10,22.27,84000,8000,84000,84000,1K,2002,2,Higashinihombashi| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/467542
17121,2,2,22.35,80000,4000,0,0,1K,2007,12,Akabanekita| Kita-ku| Tokyo,http://www.realestate.co.jp/rent/view/241111
15958,1,6,24.85,65000,7000,65000,0,1R,1997,3,Minaminagasaki| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/249063
17641,7,11,52.64,213000,12000,426000,0,2LDK,2000,9,Nishiazabu| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/284034
12934,8,8,22.5,71000,8000,71000,71000,1K,2007,13,Kameido| Koto-ku| Tokyo,http://www.realestate.co.jp/rent/view/448197
17651,9,9,30.1,178000,10000,356000,0,1LDK,2005,5,Higashi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/224081
9648,2,3,20.81,82500,4000,0,82500,1K,2009,3,Shimo| Kita-ku| Tokyo,http://www.realestate.co.jp/rent/view/509206
18283,2,3,26.58,128000,7000,128000,128000,1K,2004,5,Kamimeguro| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/358513
18082,1,3,48.0,170000,0,170000,0,1LDK,2006,13,Ebisu| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/75285
21158,4,4,19.8,120000,8000,0,0,1K,2005,5,Nishigotanda| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/130759
21281,7,7,48.0,94000,4000,188000,0,2LDK,1993,5,Kamiya| Kita-ku| Tokyo,http://www.realestate.co.jp/rent/view/286057
20350,1,7,19.5,62000,4000,62000,62000,1R,1999,7,Minamioi| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/381012
19071,-1,-1,116.96,450000,0,450000,450000,4LDK,2001,6,Kamiyamacho| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/330028
9287,1,2,65.21,105000,4000,0,0,2LDK,2013,15,Chuocho| Higashikurume-shi| Tokyo,http://www.realestate.co.jp/rent/view/503705
19848,12,12,50.97,191000,8000,191000,0,1LDK,2003,2,Roppongi| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/283559
14602,1,1,87.0,249000,15000,498000,0,1LDK,2003,8,Higashi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/495007
7349,4,10,25.59,95000,5000,95000,0,1K,2017,11,Seta| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/428588
14032,1,2,26.7,90000,0,90000,90000,1R,2004,9,Kamimeguro| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/502141
10796,5,5,30.57,150000,10000,300000,150000,1DK,2004,4,Kandajimbocho| Chiyoda-ku| Tokyo,http://www.realestate.co.jp/rent/view/495722
10398,17,17,44.08,160000,10000,320000,160000,1LDK,2005,3,Yushima| Bunkyo-ku| Tokyo,http://www.realestate.co.jp/rent/view/446911
20938,7,8,40.0,85000,3000,170000,0,1DK,2001,6,Shinkoiwa| Katsushika-ku| Tokyo,http://www.realestate.co.jp/rent/view/359200
8140,3,3,29.15,118000,8000,118000,118000,1K,2004,9,Kamiyamacho| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/495533
15844,5,7,58.27,249000,8000,249000,0,1LDK,2006,1,Yutenji| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/393520
10649,1,3,58.74,293000,0,586000,293000,1LDK,2000,10,Hiroo| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/485221
13708,1,4,16.53,53000,3000,53000,0,1K,1988,4,Umezato| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/255195
19306,4,8,21.26,78000,12000,78000,78000,1K,2011,4,Minamioi| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/151415
16315,4,4,133.6,740000,0,2220000,0,3LDK,2011,8,Kitashinagawa(5.6-chome)| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/159704
7827,7,7,25.07,99000,8000,99000,0,1K,2016,6,Nishimagome| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/474346
17246,15,15,40.05,137000,0,137000,0,1LDK,2008,5,Kotobashi| Sumida-ku| Tokyo,http://www.realestate.co.jp/rent/view/416432
9709,4,5,32.96,124000,12800,0,0,1LDK,2004,3,Asagayaminami| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/446715
18308,3,3,142.57,1200000,0,3600000,1200000,2LDK,2003,7,Roppongi| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/270883
8263,6,10,24.0,96000,8000,0,0,1K,1999,7,Nihombashihakozakicho| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/509232
13371,1,2,13.68,59000,4540,0,0,1K,1991,6,Itabashi| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/346448
13449,1,2,19.87,68500,5540,0,0,1K,2001,9,Tobitakyu| Chofu-shi| Tokyo,http://www.realestate.co.jp/rent/view/217692
17498,9,10,20.62,90000,5000,0,0,1K,1988,5,Shimbashi| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/142710
20998,13,13,22.99,96000,6000,0,0,1K,2004,1,Kandasudacho| Chiyoda-ku| Tokyo,http://www.realestate.co.jp/rent/view/215336
16387,2,3,19.87,65000,6500,0,0,1K,2007,17,Ochiai| Tama-shi| Tokyo,http://www.realestate.co.jp/rent/view/241477
9882,2,2,16.0,40000,3000,40000,0,1K,1991,28,Shishibone| Edogawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/431184
13854,5,9,26.32,99000,0,99000,99000,1DK,1995,8,Taishido| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/495815
11588,3,3,46.38,260000,15000,520000,0,1LDK,2003,4,Minamiazabu| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/508840
16376,11,12,20.47,89500,9500,89500,0,1K,2001,3,Hongo| Bunkyo-ku| Tokyo,http://www.realestate.co.jp/rent/view/228802
15871,1,3,19.87,69000,7500,0,0,1K,2009,12,Nakadai| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/242635
18339,15,15,50.04,237000,33000,711000,0,1LDK,1990,9,Higashi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/210949
22553,9,9,30.15,150000,8000,150000,0,1K,2005,6,Azabujuban| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/345144
17228,3,3,39.74,80000,5540,0,0,1K,2008,4,Ayase| Adachi-ku| Tokyo,http://www.realestate.co.jp/rent/view/357175
18028,1,3,51.21,170000,3000,170000,170000,1LDK,2002,8,Jingumae| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/213701
18496,8,8,40.09,95000,8000,95000,47500,1K,2009,5,Yamabukicho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/260862
11657,3,3,25.54,102000,6000,102000,0,1K,2003,3,Yoyogi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/486270
15363,2,2,66.6,210000,10000,210000,210000,2LDK,1997,6,Shirokanedai| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/247552
15616,4,4,44.49,165000,10000,165000,165000,1LDK,2007,6,Tomigaya| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/201752
18452,-1,-1,167.56,290000,0,580000,290000,3SLDK,1992,6,Nishiogiminami| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/494647
12530,2,2,12.0,20000,4500,10000,0,Shared,1970,9,Iriya| Taito-ku| Tokyo,http://www.realestate.co.jp/rent/view/28339
18690,3,3,44.06,142000,8000,142000,142000,1K,2003,10,Tairamachi| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/152846
11287,4,5,65.3,202000,8000,202000,202000,2LDK,2011,9,Himonya| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/357978
17109,7,11,20.43,94000,8000,94000,0,1K,2009,6,Shinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/159108
16016,2,5,23.43,80000,7000,80000,0,1K,2000,6,Nakane| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/205117
12366,3,13,20.77,75000,7000,75000,0,1K,1999,4,Hatagaya| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/358381
15275,2,11,42.33,145000,5000,290000,145000,2DK,1985,8,Hiroo| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/205125
14443,7,12,30.8,161000,0,322000,0,1R,2002,3,Nishishinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/430618
16025,1,12,25.81,90000,9500,0,0,1K,2013,10,Nishiwaseda(sonota)| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/187564
10072,3,3,20.9,82000,3000,0,82000,1K,2017,7,Higashimukojima| Sumida-ku| Tokyo,http://www.realestate.co.jp/rent/view/493791
17999,6,14,25.91,102000,10000,0,0,1K,2012,2,Kudankita| Chiyoda-ku| Tokyo,http://www.realestate.co.jp/rent/view/303502
12917,1,2,56.21,130000,0,130000,0,2LDK,1990,16,Imagawa| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/190336
16294,2,6,26.22,78000,12000,0,0,1K,2006,4,Wakamiya| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/197698
8465,10,14,24.86,88000,10000,176000,0,1K,2005,1,Chihaya| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/373469
21876,7,12,42.01,156000,10000,312000,156000,1LDK,2007,1,Kachidoki| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/262629
15709,2,2,66.6,210000,10000,210000,210000,2LDK,1997,6,Shirokanedai| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/207041
13330,7,7,23.3,89000,0,89000,89000,1R,2006,17,Nakacho| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/419453
18230,9,10,37.12,158000,12000,316000,0,1LDK,2012,8,Shibaura(2-4-chome)| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/244202
20612,2,4,16.6,52000,5000,52000,52000,1K,1992,8,Tamagawa| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/381496
12500,22,22,124.15,810000,0,3240000,0,2LDK,2001,4,Atago| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/509696
11548,3,3,19.87,87500,6500,0,87500,1K,2010,14,Nogata| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/157412
10740,2,4,17.31,82000,10500,0,82000,1R,1992,4,Komaba| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/484609
15907,1,2,14.54,57000,3000,57000,57000,1K,1989,4,Omorinishi| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/297887
17079,8,8,59.41,185000,10000,185000,0,1LDK,2003,1,Sasazuka| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/279011
19334,9,10,20.06,78500,6500,0,0,1K,2002,2,Shimochiai| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/130581
13136,11,11,20.34,77700,6800,77700,77700,1K,2005,3,Kitaotsuka| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/402448
9165,4,10,38.94,158000,10000,79000,158000,1LDK,2015,3,Shirokane| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/509541
19386,1,1,22.35,97000,5500,0,97000,1K,2009,5,Hyakunincho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/63432
12887,15,15,22.12,84000,0,84000,0,1K,2007,2,Ojima| Koto-ku| Tokyo,http://www.realestate.co.jp/rent/view/416412
17707,2,7,83.96,330000,10000,660000,0,1LDK,2003,5,Akasaka| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/324604
16908,12,12,36.59,137000,8000,274000,137000,1R,2011,4,Kitashinagawa(1-4-chome)| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/484362
7247,1,1,25.83,76000,14000,0,0,1K,2017,10,Higashisakashita| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/468454
19451,8,58,89.27,284000,20000,568000,0,2LDK,2008,5,Kachidoki| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/320921
8330,6,11,21.75,91500,6000,91500,91500,1K,2004,4,Osaki| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/365738
7643,3,3,32.18,70000,3000,70000,0,1LDK,2003,1,Ogawacho| Kodaira-shi| Tokyo,http://www.realestate.co.jp/rent/view/509210
12545,3,3,49.0,330000,0,660000,330000,1LDK,2017,8,Aobadai| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/424160
21626,1,3,35.31,104000,6000,208000,0,2K,2001,5,Shimotakaido| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/429571
21578,7,30,67.0,190000,4000,380000,0,2LDK,2011,5,Tsukishima| Chuo-ku| Tokyo,http://www.realestate.co.jp/rent/view/335072
11817,1,2,14.85,58000,4000,0,0,1R,1985,13,Minamimagome| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/237842
17756,11,5,110.17,400000,20000,800000,400000,3LDK,2002,2,Ichigayatamachi| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/200484
8804,9,12,19.67,109000,5000,0,0,1K,1998,5,Higashi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/380018
8644,1,2,41.47,109000,0,0,109000,2DK,2001,3,Denenchofu honcho| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/367176
11763,1,2,20.25,70000,2000,70000,70000,1K,1989,2,Hatanodai| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/444775
7136,5,5,25.36,65000,14000,65000,65000,1K,2014,1,Toneri| Adachi-ku| Tokyo,http://www.realestate.co.jp/rent/view/510168
9295,3,7,20.73,82000,5000,82000,82000,1K,2002,3,Nishigotanda| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/483366
14819,1,2,19.87,60000,4000,0,0,1K,2003,13,Higashicho| Nishitokyo-shi| Tokyo,http://www.realestate.co.jp/rent/view/239142
10239,3,4,7.29,65000,10000,0,3000,Private,1994,7,Hommachi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/348277
12282,1,2,43.92,128500,4540,128500,128500,2LDK,1992,7,Naritahigashi| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/423832
16541,5,8,21.75,76000,9000,76000,76000,1K,2002,13,Kakinokizaka| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/224537
21452,33,43,82.77,235000,15000,470000,235000,3LDK,2008,10,Konan| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/259868
11706,4,5,18.87,79000,10000,79000,79000,1K,1998,3,Shibakoen| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/328814
19739,10,10,20.65,80500,5500,80500,0,1K,2000,4,Tenjincho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/130069
10826,11,11,24.57,103000,10000,206000,0,1K,2005,7,Nishishimbashi| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/408332
7135,2,2,25.81,65000,15000,0,0,1K,2016,6,Yazaike| Adachi-ku| Tokyo,http://www.realestate.co.jp/rent/view/508951
12066,4,4,19.71,69500,6000,0,0,1K,2004,9,Yaguchi| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/314776
13036,2,3,19.87,84000,4540,0,0,1K,2009,11,Toyotamanaka| Nerima-ku| Tokyo,http://www.realestate.co.jp/rent/view/288514
11229,1,7,25.16,69000,6000,69000,0,1K,2007,5,Kitamachi| Nerima-ku| Tokyo,http://www.realestate.co.jp/rent/view/501080
19574,4,6,23.11,85000,8000,0,85000,1K,2010,4,Izumi| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/147376
13840,5,5,78.71,200000,0,400000,200000,3LDK,2000,13,Koenjikita| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/415361
9237,3,10,25.79,108000,15000,0,0,1K,2015,6,Oji| Kita-ku| Tokyo,http://www.realestate.co.jp/rent/view/440603
9035,4,5,43.96,175000,5000,175000,175000,1LDK,1990,5,Nishigokencho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/494592
20022,6,6,42.67,159000,10000,318000,0,1R,2002,2,Akasaka| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/284135
15516,4,4,42.84,179000,0,358000,0,1LDK,2005,3,Azabujuban| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/281705
17560,1,3,19.5,76000,3000,76000,76000,1K,2001,7,Kitashinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/148729
14309,2,2,13.0,43000,2000,0,0,1K,1984,3,Aioicho| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/393797
16983,2,12,25.88,82500,8000,82500,82500,1K,2012,5,Mukojima| Sumida-ku| Tokyo,http://www.realestate.co.jp/rent/view/131284
20881,3,3,42.15,320000,20000,640000,0,2LDK,2004,8,Akasaka| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/284547
11440,2,2,24.3,80000,5000,80000,80000,1K,1992,5,Sangenjaya| Setagaya-ku| Tokyo,http://www.realestate.co.jp/rent/view/377656
9563,2,2,28.02,59300,4000,0,0,1K,2008,17,Motoki minamimachi| Adachi-ku| Tokyo,http://www.realestate.co.jp/rent/view/474537
14579,7,7,26.22,86000,8000,0,86000,1K,2010,7,Mori| Koto-ku| Tokyo,http://www.realestate.co.jp/rent/view/457441
11602,2,2,19.87,44000,5540,0,0,1K,1998,15,Kitadenen| Fussa-shi| Tokyo,http://www.realestate.co.jp/rent/view/345324
9666,2,2,40.66,120000,10000,120000,0,1SDK,2007,6,Takanawa| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/502193
18806,2,3,48.47,172000,10000,344000,172000,1LDK,2014,6,Ichigayanakanocho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/284194
20367,1,4,42.77,145000,13000,0,0,1LDK,2008,3,Megurohoncho| Meguro-ku| Tokyo,http://www.realestate.co.jp/rent/view/432378
20142,3,3,23.18,66000,0,0,0,1K,2015,13,Wakagi| Itabashi-ku| Tokyo,http://www.realestate.co.jp/rent/view/402397
13387,7,7,26.0,80700,8300,0,0,1K,2006,9,Yokokawa| Sumida-ku| Tokyo,http://www.realestate.co.jp/rent/view/403043
13406,15,15,40.0,136000,0,136000,0,1DK,2008,5,Kotobashi| Sumida-ku| Tokyo,http://www.realestate.co.jp/rent/view/416437
12600,3,3,56.41,310000,15000,620000,310000,2LDK,2008,4,Haramachi| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/456825
10437,2,2,30.0,70000,2000,70000,70000,1K,1965,2,Hatanodai| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/444778
12857,11,11,20.35,76800,6200,0,0,1K,2007,9,Kamiikebukuro| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/401964
17311,3,10,57.52,255000,15000,510000,0,1LDK,2007,2,Ebisunishi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/293619
9626,4,6,21.0,70000,10000,70000,0,1K,2008,15,Naritanishi| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/434329
9577,2,5,25.81,85000,8500,0,0,1K,2014,9,Nakamagome| Ota-ku| Tokyo,http://www.realestate.co.jp/rent/view/406405
17654,2,15,25.44,126000,10000,126000,126000,1K,2014,2,Hirakawacho| Chiyoda-ku| Tokyo,http://www.realestate.co.jp/rent/view/295845
20198,3,5,29.2,80000,10000,160000,0,1K,2003,5,Nakai| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/457619
12209,2,2,19.87,86500,4540,0,86500,1K,2001,4,Nishiochiai| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/354424
11796,4,4,32.36,121000,5000,242000,0,1K,2005,4,Yoyogi| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/439370
21441,9,12,40.0,74500,5500,149000,0,1DK,1999,8,Higashiyotsugi| Katsushika-ku| Tokyo,http://www.realestate.co.jp/rent/view/316957
12389,10,15,22.78,90000,8000,180000,90000,1R,2004,2,Iwamotocho| Chiyoda-ku| Tokyo,http://www.realestate.co.jp/rent/view/474133
22175,2,2,7.0,36000,20000,0,0,Private,2014,2,Sakaecho| Nerima-ku| Tokyo,http://www.realestate.co.jp/rent/view/432155
9101,2,3,20.28,88500,4540,0,88500,1K,2007,10,Higashiikebukuro| Toshima-ku| Tokyo,http://www.realestate.co.jp/rent/view/365480
7823,2,2,20.0,49000,3000,0,0,1K,1984,10,Edogawa(1-3-chome.4-chome1-14-ban)| Edogawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/475274
13561,6,14,19.32,79000,0,0,0,1K,1998,6,Nishigotanda| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/294530
20298,1,4,18.35,69800,6000,69800,0,1R,1997,2,Nishishinjuku| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/389580
20767,6,6,133.24,460000,20000,920000,460000,3LDK,1991,9,Nishiazabu| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/510713
9000,1,2,66.03,204000,0,204000,204000,2LDK,2017,5,Shimochiai| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/502103
17292,7,10,44.55,117000,6000,0,0,2DK,2013,4,Shimotakaido| Suginami-ku| Tokyo,http://www.realestate.co.jp/rent/view/211313
9102,7,7,20.12,120000,0,0,0,1K,2005,3,Minamioi| Shinagawa-ku| Tokyo,http://www.realestate.co.jp/rent/view/13492
11613,2,2,16.14,77500,5000,0,0,1K,1992,6,Hyakunincho| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/238202
16490,3,13,42.23,105000,7000,105000,0,2DK,1998,4,Nishishinkoiwa| Katsushika-ku| Tokyo,http://www.realestate.co.jp/rent/view/255221
12499,4,6,33.47,97000,8000,97000,97000,1DK,1995,6,Yochomachi| Shinjuku-ku| Tokyo,http://www.realestate.co.jp/rent/view/402538
15329,6,7,79.4,222000,8000,222000,0,3LDK,2008,6,Honcho| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/249119
16992,2,8,20.68,72000,7000,0,0,1K,1999,8,Yamatocho| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/231378
18158,11,11,51.53,160000,10000,160000,0,1R,2004,8,Minamiazabu| Minato-ku| Tokyo,http://www.realestate.co.jp/rent/view/232936
20056,3,15,48.37,139000,8000,139000,0,1LDK,2007,1,Minowa| Taito-ku| Tokyo,http://www.realestate.co.jp/rent/view/136990
21879,4,5,41.6,110000,5000,110000,110000,2DK,1990,10,Kamitakada| Nakano-ku| Tokyo,http://www.realestate.co.jp/rent/view/381581
10757,5,5,79.28,340000,15000,680000,340000,2LDK,2002,3,Jingumae| Shibuya-ku| Tokyo,http://www.realestate.co.jp/rent/view/428081
